matchType,destinationScore,dateOverlapScore,budgetScore,interestScore,personalityScore,ageScore,destination_interest,date_budget,groupSizeScore,groupDiversityScore,compatibility,probability,label
user_user,0.7,0.15704325046678785,0.286,0.49,0.343,0.321,0.34299999999999997,0.04491436963350132,0.0,0.0,0.4673,0.2704,0
user_group,0.0,0.0,0.502,0.264,0.5,0.507,0.0,0.0,0.4,0.5,0.0543,0.0026,0
user_group,1.0,0.0,0.842,0.143,0.5,0.817,0.143,0.0,0.8,0.75,0.1665,0.0099,0
user_user,0.7,0.277250176521074,0.683,0.178,0.457,0.312,0.12459999999999999,0.18936187056389353,0.0,0.0,0.5179,0.4049,1
user_group,0.3,0.18946319023118915,0.163,0.81,0.5,0.488,0.243,0.030882500007683833,0.4,0.85,0.4277,0.1873,0
user_user,1.0,0.25280064063349306,0.633,0.68,0.538,0.22,0.68,0.1600228055210011,0.0,0.0,0.7246,0.8904,1
user_group,0.7,0.675855344028591,0.39,0.594,0.5,0.18,0.41579999999999995,0.2635835841711505,0.6,1.0,0.7354,0.9025,0
user_group,0.0,0.22207410844947148,0.364,0.611,0.5,0.68,0.0,0.08083497547560761,1.0,1.0,0.091,0.004,0
user_group,0.3,0.7928580189188928,0.749,0.424,0.5,0.321,0.12719999999999998,0.5938506561702508,0.8,0.7,0.6577,0.7846,1
user_user,0.3,0.1709037465395115,0.597,0.825,0.468,0.785,0.24749999999999997,0.10202953668408836,0.0,0.0,0.4459,0.2228,1
user_group,0.7,0.14118702150160073,0.779,0.432,0.5,0.661,0.3024,0.10998468974974697,1.0,0.85,0.6536,0.7761,1
user_user,0.7,0.0,0.655,0.644,0.324,0.708,0.4508,0.0,0.0,0.0,0.1317,0.0066,0
user_group,0.0,0.45594045781814674,0.436,0.181,0.5,0.332,0.0,0.19879003960871197,0.8,0.6,0.0859,0.0038,0
user_user,1.0,0.6837007049007592,0.412,0.074,0.218,0.443,0.074,0.28168469041911276,0.0,0.0,0.6611,0.7914,1
user_group,0.0,0.7667352105618641,0.232,0.291,0.5,0.399,0.0,0.17788256885035247,0.8,0.7,0.1026,0.0046,0
user_group,1.0,0.5918060527134216,0.733,0.467,0.5,0.957,0.467,0.433793836638938,0.6,0.75,0.9007,0.9853,1
user_user,0.7,0.0,0.301,0.344,0.866,0.514,0.24079999999999996,0.0,0.0,0.0,0.1126,0.0052,0
user_user,1.0,0.0,0.339,0.354,0.066,0.57,0.354,0.0,0.0,0.0,0.1281,0.0063,0
user_group,0.3,0.0,0.474,0.446,0.5,0.41,0.1338,0.0,0.8,0.75,0.0953,0.0043,0
user_group,0.7,0.0,0.752,0.263,0.5,0.554,0.18409999999999999,0.0,0.8,0.6,0.1364,0.0069,0
user_group,1.0,0.10557785190621397,0.47,0.875,0.5,0.663,0.875,0.04962159039592056,1.0,0.6,0.7965,0.9506,0
user_user,1.0,0.0,0.476,0.294,0.593,0.313,0.294,0.0,0.0,0.0,0.1373,0.007,0
user_user,0.7,0.7005826641283271,0.75,0.248,0.134,0.332,0.17359999999999998,0.5254369980962453,0.0,0.0,0.6491,0.7666,1
user_group,0.0,0.1366194521356045,0.561,0.868,0.5,0.604,0.0,0.07664351264807413,0.4,0.5,0.0859,0.0038,0
user_group,1.0,0.2653516096787829,0.576,0.74,0.5,0.339,0.74,0.15284252717497895,1.0,1.0,0.8347,0.9682,1
user_group,1.0,0.0,0.402,0.691,0.5,0.723,0.691,0.0,1.0,0.75,0.1815,0.0119,0
user_group,0.3,0.20102120372396393,0.392,0.144,0.5,0.584,0.043199999999999995,0.07880031185979386,0.6,1.0,0.3912,0.1295,0
user_group,0.7,0.22234701550050562,0.597,0.332,0.5,0.478,0.2324,0.13274116825380186,1.0,0.6,0.6077,0.6665,1
user_user,1.0,0.6360882771150864,0.5,0.432,0.213,0.884,0.432,0.3180441385575432,0.0,0.0,0.7657,0.9301,1
user_user,1.0,0.2528714104408484,0.675,0.517,0.033,0.72,0.517,0.17068820204757268,0.0,0.0,0.6805,0.8272,1
user_group,0.0,0.0,0.656,0.166,0.5,0.628,0.0,0.0,0.8,0.7,0.0662,0.003,0
user_user,0.3,0.4742230453920945,0.638,0.476,0.334,0.976,0.14279999999999998,0.3025543029601563,0.0,0.0,0.4904,0.3285,0
user_user,1.0,0.23805802572881513,0.757,0.534,0.39,0.849,0.534,0.18020992547671305,0.0,0.0,0.7286,0.895,1
user_group,0.7,0.2827720910345869,0.453,0.463,0.5,0.757,0.3241,0.12809575723866787,1.0,0.85,0.6522,0.7732,1
user_group,0.0,0.18332514942064917,0.854,0.149,0.5,0.299,0.0,0.1565596776052344,0.4,1.0,0.0823,0.0036,0
user_group,0.0,0.7408944478396482,0.307,0.737,0.5,0.514,0.0,0.227454595486772,0.4,0.7,0.1147,0.0054,0
user_user,0.0,0.42943338738579784,0.478,0.072,0.509,0.374,0.0,0.20526915917041136,0.0,0.0,0.0659,0.003,0
user_user,0.0,0.16911639634987596,0.538,0.374,0.276,0.762,0.0,0.09098462123623327,0.0,0.0,0.0588,0.0027,0
user_group,1.0,0.17424616974126916,0.597,0.653,0.5,0.77,0.653,0.10402496333553769,0.4,0.75,0.7711,0.9342,1
user_user,1.0,0.7632482922158838,0.327,0.345,0.505,0.245,0.345,0.249582191554594,0.0,0.0,0.7384,0.9056,1
user_group,0.0,0.8221327427155172,0.731,0.287,0.5,0.749,0.0,0.600979034925043,0.6,0.85,0.1369,0.007,0
user_group,1.0,0.20608547659549215,0.846,0.24,0.5,0.725,0.24,0.17434831319978636,0.8,0.5,0.7364,0.9035,0
user_group,0.7,0.3109449994967655,0.963,0.6,0.5,0.518,0.42,0.2994400345153852,0.4,0.85,0.7335,0.9004,1
user_group,1.0,0.5716747134582687,0.716,0.585,0.5,0.248,0.585,0.4093190948361204,1.0,0.7,0.8992,0.9851,1
user_group,1.0,0.0,0.475,0.234,0.5,0.577,0.234,0.0,1.0,0.85,0.1585,0.009,0
user_group,1.0,0.0,0.712,0.665,0.5,0.766,0.665,0.0,0.8,0.85,0.191,0.0133,0
user_group,0.3,0.0,0.687,0.541,0.5,0.414,0.1623,0.0,1.0,0.6,0.1075,0.0049,0
user_user,0.0,0.10234752997955113,0.545,0.222,0.792,0.9,0.0,0.055779403838855365,0.0,0.0,0.0617,0.0028,0
user_group,1.0,0.30886653805698844,0.351,0.318,0.5,0.513,0.318,0.10841215485800293,0.4,0.6,0.6741,0.816,1
user_user,0.7,0.0,0.497,0.431,0.962,0.669,0.30169999999999997,0.0,0.0,0.0,0.128,0.0063,0
user_user,0.7,0.611716817009571,0.728,0.48,0.115,0.255,0.33599999999999997,0.4453298427829677,0.0,0.0,0.6559,0.7809,1
user_user,0.3,0.0,0.23,0.444,0.55,0.764,0.13319999999999999,0.0,0.0,0.0,0.0721,0.0032,0
user_group,1.0,0.28461084073871057,0.802,0.317,0.5,0.244,0.317,0.2282578942724459,0.4,0.85,0.7442,0.9114,1
user_group,1.0,0.8534242726439121,0.741,0.221,0.5,0.234,0.221,0.6323873860291388,1.0,0.85,0.9179,0.988,1
user_user,0.3,0.1720200021698405,0.794,0.404,0.472,0.316,0.1212,0.13658388172285338,0.0,0.0,0.3922,0.1308,0
user_user,1.0,0.0,0.475,0.485,0.617,0.589,0.485,0.0,0.0,0.0,0.1517,0.0083,0
user_group,0.0,0.2832190829559537,0.234,0.639,0.5,0.781,0.0,0.06627326541169318,0.6,0.6,0.0817,0.0036,0
user_group,1.0,0.0,0.804,0.667,0.5,0.752,0.667,0.0,0.8,0.75,0.1931,0.0136,0
user_group,0.0,0.9494000371491772,0.733,0.397,0.5,0.652,0.0,0.6959102272303469,1.0,0.75,0.1527,0.0084,0
user_group,1.0,0.0,0.769,0.761,0.5,0.425,0.761,0.0,1.0,0.85,0.1966,0.0142,0
user_user,1.0,0.1722802516214456,0.772,0.395,0.405,0.238,0.395,0.13300035425175602,0.0,0.0,0.6507,0.77,1
user_user,1.0,0.41061223132556784,0.344,0.629,0.636,0.814,0.629,0.14125060757599534,0.0,0.0,0.7455,0.9126,1
user_group,1.0,0.0,0.859,0.427,0.5,0.59,0.427,0.0,1.0,0.6,0.1806,0.0117,0
user_user,0.7,0.616720966069217,0.317,0.868,0.427,0.564,0.6075999999999999,0.19550054624394178,0.0,0.0,0.6897,0.8424,1
user_user,0.0,0.20830835846745388,0.785,0.746,0.462,0.398,0.0,0.1635220613969513,0.0,0.0,0.0823,0.0036,0
user_user,1.0,0.0,0.522,0.586,0.845,0.795,0.586,0.0,0.0,0.0,0.1661,0.0099,0
user_group,0.7,0.8193370287147693,0.592,0.397,0.5,0.379,0.2779,0.4850475209991434,0.8,0.6,0.7818,0.9417,1
user_user,1.0,0.0,0.7,0.928,0.266,0.437,0.928,0.0,0.0,0.0,0.1756,0.0111,0
user_group,0.3,0.7171796758749244,0.96,0.589,0.5,0.799,0.1767,0.6884924888399274,0.6,0.7,0.7167,0.8808,0
user_user,0.0,0.6154634369705596,0.414,0.631,0.516,0.421,0.0,0.25480186290581164,0.0,0.0,0.0936,0.0042,0
user_user,0.7,0.18601653150667047,0.44,0.315,0.554,0.719,0.22049999999999997,0.08184727386293501,0.0,0.0,0.5042,0.366,1
user_user,0.0,0.8133676193078118,0.75,0.744,0.713,0.487,0.0,0.6100257144808588,0.0,0.0,0.1338,0.0067,0
user_user,0.0,0.18429269240993623,0.354,0.463,0.338,0.434,0.0,0.06523961311311742,0.0,0.0,0.0522,0.0025,0
user_user,0.3,0.3666958087628758,0.373,0.589,0.462,0.829,0.1767,0.13677753666855266,0.0,0.0,0.4303,0.1921,0
user_user,1.0,0.6523095517975419,0.509,0.417,0.727,0.678,0.417,0.33202556186494886,0.0,0.0,0.7998,0.9525,1
user_user,0.0,0.8593180110480021,0.712,0.399,0.755,0.613,0.0,0.6118344238661775,0.0,0.0,0.1274,0.0062,0
user_user,0.0,0.0,0.789,0.713,0.915,0.701,0.0,0.0,0.0,0.0,0.078,0.0035,0
user_user,0.7,0.5285965553151025,0.43,0.396,0.531,0.825,0.2772,0.2272965187854941,0.0,0.0,0.6188,0.6954,0
user_user,0.7,0.46829333135091594,0.794,0.618,0.818,0.74,0.4326,0.3718249050926273,0.0,0.0,0.7308,0.8975,0
user_user,1.0,0.258680709505933,0.649,0.88,0.359,0.865,0.88,0.16788378046935054,0.0,0.0,0.791,0.9474,1
user_user,0.0,0.24523843296758463,0.661,0.765,0.229,0.683,0.0,0.16210260419157344,0.0,0.0,0.0794,0.0035,0
user_group,0.3,0.3177473329359842,0.813,0.558,0.5,0.681,0.16740000000000002,0.2583285816769551,1.0,1.0,0.5848,0.6029,0
user_user,0.0,0.0,0.87,0.1,0.056,0.709,0.0,0.0,0.0,0.0,0.0456,0.0023,0
user_user,1.0,0.9187220919623201,0.209,0.272,0.541,0.54,0.272,0.1920129172201249,0.0,0.0,0.7565,0.9226,1
user_group,0.0,0.5342704348689397,0.617,0.398,0.5,0.356,0.0,0.32964485831413576,1.0,0.75,0.1114,0.0052,0
user_group,0.0,0.6431526202969376,0.43,0.656,0.5,0.745,0.0,0.2765556267276832,0.6,0.7,0.1171,0.0055,0
user_user,1.0,0.11509713321573481,0.707,0.297,0.397,0.17,0.297,0.08137367318352451,0.0,0.0,0.5969,0.6371,1
user_user,0.7,0.602678854598865,0.937,0.63,0.211,0.299,0.44099999999999995,0.5647100867591366,0.0,0.0,0.7329,0.8998,1
user_group,1.0,0.21437418807262695,0.671,0.468,0.5,0.869,0.468,0.1438450801967327,0.8,0.6,0.7722,0.935,1
user_user,1.0,0.0,0.454,0.453,0.29,0.846,0.453,0.0,0.0,0.0,0.1458,0.0078,0
user_group,1.0,0.0,0.321,0.193,0.5,0.582,0.193,0.0,0.6,0.85,0.1456,0.0077,0
user_user,0.7,0.0,0.52,0.639,0.638,0.856,0.4473,0.0,0.0,0.0,0.1346,0.0068,0
user_user,1.0,0.0,0.132,0.526,0.64,0.774,0.526,0.0,0.0,0.0,0.1439,0.0076,0
user_group,0.7,0.7726552643684701,0.863,0.821,0.5,0.837,0.5746999999999999,0.6668014931499897,1.0,0.6,0.9388,0.9907,1
user_group,1.0,0.9268782456865292,0.676,0.194,0.5,0.929,0.194,0.6265696940840938,0.8,0.85,0.9449,0.9913,1
user_user,1.0,0.7102266622271067,0.425,0.27,0.653,0.803,0.27,0.30184633144652034,0.0,0.0,0.7672,0.9313,1
user_group,0.0,0.257136055262703,0.612,0.627,0.5,0.882,0.0,0.15736726582077423,0.8,0.7,0.1008,0.0045,0
user_user,0.0,0.0,0.679,0.064,0.292,0.758,0.0,0.0,0.0,0.0,0.0427,0.0023,0
user_user,0.3,0.0,0.468,0.747,0.337,0.452,0.2241,0.0,0.0,0.0,0.0842,0.0037,0
user_user,0.7,0.19759276404420506,0.428,0.482,0.124,0.221,0.3374,0.08456970301091976,0.0,0.0,0.4779,0.2963,1
user_user,0.0,0.6227993909974744,0.628,0.735,0.719,0.696,0.0,0.3911180175464139,0.0,0.0,0.1154,0.0054,0
user_user,0.7,0.4870310620166982,0.593,0.725,0.485,0.708,0.5075,0.288809419775902,0.0,0.0,0.6908,0.8442,1
user_group,0.3,0.0,0.553,0.736,0.5,0.405,0.2208,0.0,0.8,0.85,0.1103,0.0051,0
user_user,0.7,0.12565051297986385,0.586,0.463,0.445,0.587,0.3241,0.07363120060620021,0.0,0.0,0.5231,0.42,0
user_group,1.0,0.9183925284529988,0.686,0.716,0.5,0.358,0.716,0.6300172745187572,0.8,0.7,1.0233,0.9966,1
user_user,1.0,0.18660981694935935,0.499,0.609,0.604,0.642,0.609,0.09311829865773032,0.0,0.0,0.6934,0.8482,1
user_user,0.7,0.28048669014947053,0.892,0.467,0.688,0.502,0.3269,0.2501941276133277,0.0,0.0,0.6378,0.7415,1
user_user,1.0,0.12410654953401819,0.68,0.476,0.675,0.912,0.476,0.08439245368313238,0.0,0.0,0.6941,0.8493,1
user_user,0.0,0.1402104854610646,0.736,0.356,0.505,0.711,0.0,0.10319491729934355,0.0,0.0,0.0681,0.0031,0
user_user,0.0,0.0,0.898,0.179,0.931,0.714,0.0,0.0,0.0,0.0,0.0666,0.003,0
user_group,1.0,0.33022839537348564,0.231,0.451,0.5,0.365,0.451,0.07628275933127518,1.0,0.75,0.7183,0.8828,1
user_group,1.0,0.41553609960702703,0.515,0.578,0.5,0.587,0.578,0.21400109129761893,1.0,0.85,0.8373,0.9692,1
user_user,0.0,0.5106114797535238,0.51,0.703,0.791,0.762,0.0,0.26041185467429717,0.0,0.0,0.1027,0.0046,0
user_group,0.0,0.0,0.456,0.433,0.5,0.964,0.0,0.0,1.0,0.75,0.074,0.0033,0
user_group,1.0,0.0,0.792,0.105,0.5,0.67,0.105,0.0,1.0,0.75,0.1632,0.0096,0
user_group,0.0,0.0,0.741,0.688,0.5,0.752,0.0,0.0,0.6,0.6,0.0828,0.0037,0
user_user,0.7,0.26860171772284946,0.336,0.407,0.355,0.627,0.2849,0.09025017715487743,0.0,0.0,0.5069,0.3735,0
user_group,0.0,0.5726920974308205,0.727,0.694,0.5,0.55,0.0,0.41634715483220647,0.8,0.6,0.1266,0.0062,0
user_group,1.0,0.0,0.144,0.795,0.5,0.63,0.795,0.0,0.6,0.6,0.1695,0.0103,0
user_group,1.0,0.6957212805171298,0.59,0.768,0.5,0.084,0.768,0.41047555550510656,1.0,1.0,0.9584,0.9926,1
user_group,0.3,0.0,0.756,0.45,0.5,0.341,0.135,0.0,1.0,0.75,0.1076,0.0049,0
user_user,1.0,0.8835429988330656,0.514,0.895,0.368,0.316,0.895,0.45414110140019576,0.0,0.0,0.9265,0.9892,1
user_group,1.0,0.0,0.233,0.171,0.5,0.629,0.171,0.0,0.4,0.6,0.136,0.0069,0
user_user,0.3,0.893426200011099,0.907,0.434,0.602,0.66,0.13019999999999998,0.8103375634100668,0.0,0.0,0.6755,0.8185,1
user_user,0.0,0.0,0.86,0.264,0.258,0.88,0.0,0.0,0.0,0.0,0.0563,0.0027,0
user_user,0.3,0.2555732578394617,0.474,0.435,0.448,0.729,0.1305,0.12114172421590486,0.0,0.0,0.3872,0.1242,0
user_group,1.0,0.0,0.724,0.113,0.5,0.472,0.113,0.0,1.0,0.75,0.1586,0.009,0
user_user,0.3,0.5425030256866021,0.855,0.341,0.408,0.781,0.1023,0.4638400869620448,0.0,0.0,0.5288,0.4367,0
user_group,0.3,0.5683824086837275,0.56,0.357,0.5,0.381,0.10709999999999999,0.3182941488628874,0.6,0.75,0.5367,0.4602,0
user_user,1.0,0.26046552005559,0.457,0.876,0.783,0.494,0.876,0.11903274266540463,0.0,0.0,0.7732,0.9357,1
user_group,0.7,0.0,0.329,0.032,0.5,0.672,0.0224,0.0,1.0,0.7,0.1148,0.0054,0
user_group,0.3,0.0,0.368,0.703,0.5,0.403,0.21089999999999998,0.0,0.8,0.85,0.1021,0.0046,0
user_group,0.7,0.45784445730188206,0.759,0.568,0.5,0.267,0.39759999999999995,0.3475039430921285,0.8,0.75,0.7399,0.9071,1
user_group,0.7,0.0,0.713,0.943,0.5,0.594,0.6600999999999999,0.0,1.0,0.5,0.169,0.0102,1
user_user,0.0,0.1980074116391406,0.901,0.722,0.116,0.262,0.0,0.17840467788686568,0.0,0.0,0.077,0.0034,0
user_group,1.0,0.610557480661583,0.627,0.473,0.5,0.28,0.473,0.38281954037481253,0.6,0.5,0.8404,0.9703,1
user_group,0.3,0.0,0.818,0.316,0.5,0.621,0.0948,0.0,0.8,0.75,0.1059,0.0048,0
user_user,0.7,0.0,0.554,0.468,0.768,0.267,0.3276,0.0,0.0,0.0,0.123,0.0059,0
user_user,0.7,0.0,0.917,0.457,0.409,0.584,0.3199,0.0,0.0,0.0,0.1328,0.0067,0
user_group,0.3,0.12586860897570354,0.556,0.156,0.5,0.52,0.0468,0.06998294659049117,0.6,1.0,0.3949,0.1346,0
user_user,1.0,0.5518634665338582,0.662,0.366,0.518,0.565,0.366,0.36533361484541416,0.0,0.0,0.7667,0.9309,1
user_user,1.0,0.0,0.813,0.506,0.625,0.124,0.506,0.0,0.0,0.0,0.1599,0.0092,0
user_group,0.3,0.2695834016744861,0.759,0.14,0.5,0.828,0.042,0.20461380187093495,0.4,0.6,0.455,0.2423,0
user_group,1.0,0.2591988680573805,0.519,0.24,0.5,0.758,0.24,0.13452421252178048,0.8,0.85,0.7166,0.8807,1
user_user,1.0,0.0,0.289,0.621,0.382,0.5,0.621,0.0,0.0,0.0,0.1464,0.0078,0
user_group,1.0,0.49383162520869306,0.704,0.718,0.5,0.74,0.718,0.3476574641469199,1.0,1.0,0.9418,0.991,1
user_user,0.0,0.11457193909201067,0.708,0.627,0.247,0.757,0.0,0.08111693287714355,0.0,0.0,0.0685,0.0031,0
user_user,0.3,0.11977575924395996,0.704,0.155,0.557,0.856,0.0465,0.08432213450774781,0.0,0.0,0.3579,0.0907,0
user_group,0.3,0.8272681172807631,0.225,0.551,0.5,0.629,0.1653,0.1861353263881717,0.6,0.85,0.5871,0.6095,1
user_user,1.0,0.8815409253044868,0.749,0.886,0.783,0.616,0.886,0.6602741530530606,0.0,0.0,1.0239,0.9966,1
user_user,0.7,0.3030909979215348,0.219,0.539,0.751,0.513,0.3773,0.06637692854481612,0.0,0.0,0.5471,0.4913,0
user_group,0.3,0.8735694691313997,0.551,0.061,0.5,0.375,0.0183,0.48133677749140125,0.6,1.0,0.5924,0.6245,1
user_user,0.0,0.0,0.751,0.209,0.544,0.215,0.0,0.0,0.0,0.0,0.048,0.0024,0
user_group,1.0,0.0,0.621,0.551,0.5,0.9,0.551,0.0,0.6,0.7,0.1786,0.0115,0
user_user,0.3,0.6144259167427311,0.774,0.585,0.53,0.776,0.1755,0.47556565955887387,0.0,0.0,0.5817,0.594,0
user_user,1.0,0.4699273823399728,0.467,0.917,0.399,0.489,0.917,0.2194560875527673,0.0,0.0,0.8132,0.9592,1
user_group,0.7,0.26890920446190636,0.892,0.24,0.5,0.921,0.16799999999999998,0.23986701038002048,0.8,0.85,0.6794,0.8253,1
user_group,1.0,0.0,0.271,0.562,0.5,0.31,0.562,0.0,0.8,0.7,0.1612,0.0093,0
user_user,1.0,0.13705232425327024,0.678,0.353,0.834,0.8,0.353,0.09292147584371722,0.0,0.0,0.6778,0.8225,1
user_group,0.7,0.34425518378996744,0.82,0.711,0.5,0.985,0.4976999999999999,0.2822892507077733,0.8,0.85,0.7835,0.9428,1
user_group,0.0,0.2402383580168718,0.74,0.55,0.5,0.317,0.0,0.17777638493248513,0.6,0.75,0.0937,0.0042,0
user_user,0.0,0.0,0.316,0.827,0.228,0.41,0.0,0.0,0.0,0.0,0.0463,0.0024,0
user_user,1.0,0.48538848230886134,0.633,0.122,0.607,0.592,0.122,0.3072509093015092,0.0,0.0,0.6959,0.8521,0
user_user,0.7,0.0,0.972,0.384,0.262,0.788,0.2688,0.0,0.0,0.0,0.131,0.0065,0
user_group,1.0,0.5656824962306863,0.731,0.625,0.5,0.881,0.625,0.4135139047446317,0.6,0.5,0.9107,0.987,1
user_user,0.7,0.23781151466485556,0.641,0.641,0.863,0.291,0.4487,0.15243718090017241,0.0,0.0,0.6182,0.6939,0
user_group,0.0,0.835652675634222,0.859,0.297,0.5,0.589,0.0,0.7178256483697967,0.8,0.75,0.1444,0.0076,0
user_user,0.7,0.7056914516667351,0.755,0.557,0.88,0.75,0.3899,0.532797046008385,0.0,0.0,0.791,0.9474,1
user_group,0.3,0.0,0.638,0.431,0.5,0.595,0.1293,0.0,1.0,0.6,0.1038,0.0047,0
user_group,0.3,0.11998568308951858,0.205,0.157,0.5,0.35,0.047099999999999996,0.02459706503335131,0.8,0.7,0.3238,0.0621,0
user_group,0.3,0.7475481575508248,0.78,0.454,0.5,0.711,0.1362,0.5830875628896434,1.0,0.85,0.6917,0.8456,0
user_group,0.0,0.24338226590847037,0.375,0.645,0.5,0.593,0.0,0.09126834971567639,0.4,0.85,0.0835,0.0037,0
user_user,0.7,0.12648971626477418,0.475,0.202,0.762,0.855,0.1414,0.06008261522576773,0.0,0.0,0.4948,0.3402,1
user_group,0.0,0.8839297152834471,0.471,0.678,0.5,0.774,0.0,0.4163308958985036,1.0,0.5,0.14,0.0072,0
user_user,0.0,0.942481622205237,0.683,0.399,0.382,0.363,0.0,0.6437149479661769,0.0,0.0,0.1215,0.0058,0
user_user,0.0,0.0,0.562,0.218,0.624,0.67,0.0,0.0,0.0,0.0,0.0485,0.0024,0
user_user,0.3,0.6033701691487059,0.58,0.27,0.553,0.761,0.081,0.3499546981062494,0.0,0.0,0.4936,0.337,0
user_user,1.0,0.15509130081743244,0.62,0.666,0.42,0.649,0.666,0.09615660650680811,0.0,0.0,0.702,0.861,0
user_group,0.3,0.0,0.915,0.791,0.5,0.736,0.2373,0.0,1.0,0.7,0.1307,0.0065,0
user_group,0.0,0.4108815617697481,0.458,0.361,0.5,0.258,0.0,0.18818375529054465,1.0,0.85,0.0938,0.0042,0
user_user,0.0,0.32963179472073356,0.951,0.347,0.644,0.163,0.0,0.3134798367794176,0.0,0.0,0.0879,0.0039,0
user_group,1.0,0.2912967577975061,0.928,0.201,0.5,0.73,0.201,0.2703233912360857,0.4,1.0,0.7744,0.9366,1
user_user,1.0,0.0,0.331,0.803,0.47,0.594,0.803,0.0,0.0,0.0,0.1609,0.0093,0
user_group,0.0,0.4650349257653348,0.351,0.459,0.5,0.282,0.0,0.1632272589436325,0.4,0.6,0.0853,0.0038,0
user_group,0.0,0.248836506876826,0.577,0.7,0.5,0.361,0.0,0.1435786644679286,1.0,0.6,0.0956,0.0043,0
user_group,0.0,0.0,0.583,0.47,0.5,0.417,0.0,0.0,0.4,0.6,0.0637,0.0029,0
user_user,0.0,0.15979815099487374,0.731,0.557,0.704,0.905,0.0,0.1168124483772527,0.0,0.0,0.0818,0.0036,1
user_group,0.3,0.1633040869840689,0.768,0.528,0.5,0.548,0.1584,0.1254175388037649,0.8,0.6,0.4877,0.3213,0
user_user,0.7,0.2744278277982053,0.791,0.81,0.74,0.653,0.567,0.2170724117883804,0.0,0.0,0.6954,0.8513,1
user_user,1.0,0.9709303222351884,0.589,0.47,0.475,0.32,0.47,0.5718779597965259,0.0,0.0,0.8842,0.9822,1
user_group,0.3,0.34518536714607134,0.632,0.505,0.5,0.119,0.1515,0.21815715203631708,0.6,0.75,0.4927,0.3346,0
user_group,1.0,0.3806040137523012,0.807,0.346,0.5,0.3,0.346,0.3071474390981071,0.8,0.85,0.8044,0.9549,1
